subject,condition,trial,rt,response,observed
0,Deadline,141,1.035216601,1,1
0,Deadline,142,1.068398997,1,1
0,Deadline,143,0.468351183,1,1
0,Deadline,144,0.951821714,1,1
0,Deadline,145,0.535092086,1,1
0,Deadline,146,0.734735534,1,1
0,Deadline,147,0.735108024,0,1
0,Deadline,148,0.73505218,0,1
0,Deadline,149,0.918349537,0,1
0,Deadline,150,0.801728788,1,1
0,Deadline,151,1.218254362,1,1
0,Deadline,152,0.38513922,0,1
0,Deadline,153,0.601586674,1,1
0,Deadline,154,0.801790065,0,1
0,Deadline,155,0.501795287,0,1
0,Deadline,156,0.535248447,1,1
0,Deadline,157,0.535202565,0,1
0,Deadline,158,0.735082366,1,1
0,Deadline,159,0.751778911,0,1
0,Deadline,160,0.518477343,0,1
0,Deadline,161,0.45184873,1,1
0,Deadline,162,0.451737346,1,1
0,Deadline,163,0.50137118,1,1
0,Deadline,164,0.618301633,1,1
0,Deadline,165,0.834926276,0,1
0,Deadline,166,0.568502986,1,1
0,Deadline,167,0.65176415,0,1
0,Deadline,168,0.518482777,0,1
0,Deadline,169,0.535131025,1,1
0,Deadline,170,0.568511438,1,1
0,Deadline,171,0.518458628,1,1
0,Deadline,172,0.568522908,0,1
0,Deadline,173,0.651769886,1,1
0,Deadline,174,0.968495017,1,1
0,Deadline,175,0.91833686,1,1
0,Deadline,176,0.718166975,1,1
0,Deadline,177,0.901844067,1,1
0,Deadline,178,0.751857394,1,1
0,Deadline,179,0.78513427,0,1
0,Deadline,180,0.635193479,1,1
0,Deadline,181,0.768501114,1,1
0,Deadline,182,0.501703825,1,1
0,Deadline,183,0.585149423,1,1
0,Deadline,184,0.635182914,1,1
0,Deadline,185,0.818469404,1,1
0,Deadline,186,0.86842079,1,1
0,Deadline,187,0.518524131,0,1
0,Deadline,188,0.518499982,1,1
0,Deadline,189,0.585180514,0,1
0,Deadline,190,0.651830861,0,1
0,Deadline,191,0.70183477,0,1
0,Deadline,192,1.135057493,0,1
0,Deadline,193,0.651841426,1,1
0,Deadline,194,1.085206625,1,1
0,Deadline,195,1.268177676,1,1
0,Deadline,196,0.60159241,0,1
0,Deadline,197,1.034920179,1,1
0,Deadline,198,0.651786488,1,1
0,Deadline,199,0.901825352,0,1
0,No Deadline,0,0.851745979,1,1
0,No Deadline,1,1.535186868,1,1
0,No Deadline,2,1.034939799,0,1
0,No Deadline,3,1.118474143,1,1
0,No Deadline,4,1.001657188,1,1
0,No Deadline,5,0.851641839,1,1
0,No Deadline,6,0.751856488,1,1
0,No Deadline,7,0.918484467,1,1
0,No Deadline,8,1.135008592,1,1
0,No Deadline,9,0.835156592,0,1
0,No Deadline,10,0.70182511,0,1
0,No Deadline,11,0.601848987,1,1
0,No Deadline,12,0.718293453,1,1
0,No Deadline,13,1.15185848,1,1
0,No Deadline,14,0.501530559,0,1
0,No Deadline,15,0.818398166,0,1
0,No Deadline,16,0.468512977,1,1
0,No Deadline,17,0.43521316,0,1
0,No Deadline,18,0.535185963,1,1
0,No Deadline,19,0.435173315,1,1
0,No Deadline,20,0.468444758,1,1
0,No Deadline,21,0.685046762,0,1
0,No Deadline,22,0.618023322,1,1
0,No Deadline,23,0.651480406,1,1
0,No Deadline,24,0.501758762,1,1
0,No Deadline,25,0.568250031,0,1
0,No Deadline,26,0.535134949,1,1
0,No Deadline,27,0.651723098,0,1
0,No Deadline,28,0.751830227,1,1
0,No Deadline,29,0.535205885,0,1
0,No Deadline,30,0.65184535,1,1
0,No Deadline,31,0.534958967,1,1
0,No Deadline,32,0.551763879,1,1
0,No Deadline,33,0.451646185,1,1
0,No Deadline,34,0.851709454,1,1
0,No Deadline,35,0.584928767,1,1
0,No Deadline,36,0.568404581,0,1
0,No Deadline,37,0.80182991,1,1
0,No Deadline,38,0.651829351,1,1
0,No Deadline,39,0.685170221,1,1
0,No Deadline,40,0.485427764,1,1
0,No Deadline,41,1.168424926,1,1
0,No Deadline,42,0.785025602,1,1
0,No Deadline,43,0.485170281,1,1
0,No Deadline,44,0.80181361,1,1
0,No Deadline,45,0.618200209,1,1
0,No Deadline,46,1.051772482,0,1
0,No Deadline,47,0.951462506,1,1
0,No Deadline,48,0.668453451,1,1
0,No Deadline,49,1.018521867,1,1
0,No Deadline,50,0.751557047,1,1
0,No Deadline,51,1.568418466,1,1
0,No Deadline,52,0.551800101,1,1
0,No Deadline,53,0.568526229,1,1
0,No Deadline,54,1.968479622,1,1
0,No Deadline,55,0.751778609,1,1
0,No Deadline,56,0.634969804,1,1
0,No Deadline,57,0.485175715,0,1
0,No Deadline,58,0.618513536,1,1
0,No Deadline,59,0.651785884,1,1
0,No Deadline,60,0.568287763,0,1
0,No Deadline,61,1.151833125,0,1
0,No Deadline,62,0.601619577,1,1
0,No Deadline,63,0.485105986,1,1
0,No Deadline,64,0.485181752,0,1
0,No Deadline,65,0.568377414,0,1
0,No Deadline,66,0.551710148,0,1
0,No Deadline,67,0.568718813,1,1
0,No Deadline,68,0.751608061,1,1
0,No Deadline,69,0.468485207,1,1
0,No Deadline,70,0.41827996,1,1
0,No Deadline,71,0.485128927,1,1
0,No Deadline,72,0.501817926,1,1
0,No Deadline,73,0.585169647,0,1
0,No Deadline,74,0.468245231,1,1
0,No Deadline,75,0.435223725,0,1
0,No Deadline,76,0.785162041,1,1
0,No Deadline,77,0.58496016,1,1
0,No Deadline,78,0.51846708,1,1
0,No Deadline,79,0.535184453,0,1
0,No Deadline,80,1.118427356,0,1
0,No Deadline,81,0.501841471,1,1
0,No Deadline,82,0.518483984,1,1
0,No Deadline,83,0.518519603,1,1
0,No Deadline,84,0.918362215,1,1
0,No Deadline,85,1.068355529,0,1
0,No Deadline,86,1.234823826,1,1
0,No Deadline,87,0.801860397,1,1
0,No Deadline,88,1.018482022,0,1
0,No Deadline,89,0.618479426,1,1
0,No Deadline,90,0.435098455,1,1
0,No Deadline,91,0.651859839,1,1
0,No Deadline,92,0.618483048,1,1
0,No Deadline,93,0.818433182,1,1
0,No Deadline,94,0.568389488,1,1
0,No Deadline,95,0.5184704,1,1
0,No Deadline,96,0.568429031,1,1
0,No Deadline,97,0.568274179,1,1
0,No Deadline,98,0.535082124,1,1
0,No Deadline,99,0.601853515,1,1
0,No Deadline,100,0.968446418,1,1
0,No Deadline,101,0.584844247,1,1
0,No Deadline,102,0.968477811,1,1
0,No Deadline,103,0.701666032,1,1
0,No Deadline,104,0.90182505,0,1
0,No Deadline,105,1.168355197,1,1
0,No Deadline,106,1.135137485,1,1
0,No Deadline,107,1.335094863,0,1
0,No Deadline,108,0.768489644,1,1
0,No Deadline,109,0.985133304,0,1
0,No Deadline,110,0.768460062,1,1
0,No Deadline,111,0.8852254,1,1
0,No Deadline,112,0.918357989,1,1
0,No Deadline,113,1.551777764,1,1
0,No Deadline,114,1.185118755,0,1
0,No Deadline,115,1.201822544,1,1
0,No Deadline,116,1.151489311,0,1
0,No Deadline,117,1.135183065,1,1
0,No Deadline,118,1.06808235,1,1
0,No Deadline,119,0.935176183,1,1
0,No Deadline,120,1.151840973,1,1
0,No Deadline,121,0.81836134,1,1
0,No Deadline,122,1.368472861,1,1
0,No Deadline,123,0.468434193,1,1
0,No Deadline,124,0.518182732,1,1
0,No Deadline,125,0.401601828,0,1
0,No Deadline,126,0.418529293,1,1
0,No Deadline,127,0.401831842,1,1
0,No Deadline,128,0.468292924,1,1
0,No Deadline,129,0.435206217,0,1
0,No Deadline,130,0.468368388,1,1
0,No Deadline,131,0.435186898,0,1
0,No Deadline,132,0.534988851,1,1
0,No Deadline,133,0.618488783,1,1
0,No Deadline,134,0.685094455,0,1
0,No Deadline,135,0.584996684,1,1
0,No Deadline,136,0.418576684,1,1
0,No Deadline,137,0.668407267,1,1
0,No Deadline,138,0.818455821,1,1
0,No Deadline,139,0.918525519,1,1
0,No Deadline,140,0.618519271,1,1
0,No Deadline,141,0.685008728,1,1
0,No Deadline,142,0.601852911,0,1
0,No Deadline,143,0.535113517,1,1
0,No Deadline,144,1.051836475,1,1
0,No Deadline,145,1.101807482,1,1
0,No Deadline,146,0.785076616,0,1
0,No Deadline,147,1.001569348,0,1
0,No Deadline,148,0.671794994,1,1
0,No Deadline,149,0.585192287,0,1
0,No Deadline,150,0.90170793,1,1
0,No Deadline,151,1.018078139,0,1
0,No Deadline,152,0.618341176,0,1
0,No Deadline,153,0.751561273,1,1
0,No Deadline,154,0.651557681,0,1
0,No Deadline,155,0.718468227,1,1
0,No Deadline,156,0.735167489,1,1
0,No Deadline,157,0.618428412,1,1
0,No Deadline,158,0.935143582,0,1
0,No Deadline,159,0.668513822,1,1
0,No Deadline,160,0.751800947,0,1
0,No Deadline,161,0.918441302,0,1
0,No Deadline,162,0.618155837,1,1
0,No Deadline,163,0.551795876,0,1
0,No Deadline,164,0.501847508,1,1
0,No Deadline,165,0.601677231,1,1
0,No Deadline,166,0.535010585,1,1
0,No Deadline,167,0.435197765,1,1
0,No Deadline,168,0.585134632,0,1
0,No Deadline,169,0.535179624,0,1
0,No Deadline,170,0.584802591,1,1
0,No Deadline,171,0.635166614,1,1
0,No Deadline,172,0.468480981,1,1
0,No Deadline,173,0.551563447,1,1
0,No Deadline,174,0.518247631,1,1
0,No Deadline,175,0.651822409,0,1
0,No Deadline,176,0.618311594,1,1
0,No Deadline,177,1.051573861,0,1
0,No Deadline,178,0.735148472,1,1
0,No Deadline,179,0.551911486,0,1
0,No Deadline,180,1.16842402,0,1
0,No Deadline,181,0.618430223,1,1
0,No Deadline,182,0.751539238,0,1
0,No Deadline,183,0.88513424,1,1
0,No Deadline,184,0.73488133,1,1
0,No Deadline,185,0.635121335,1,1
0,No Deadline,186,0.668576307,1,1
0,No Deadline,187,0.551809157,0,1
0,No Deadline,188,0.851822348,1,1
0,No Deadline,189,0.635171443,0,1
0,No Deadline,190,1.084846209,1,1
0,No Deadline,191,0.484989772,0,1
0,No Deadline,192,0.568339984,1,1
0,No Deadline,193,0.435249383,1,1
0,No Deadline,194,0.585147008,0,1
0,No Deadline,195,0.43492851,1,1
0,No Deadline,196,0.468243118,1,1
0,No Deadline,197,0.83838826,1,1
0,No Deadline,198,0.601870117,1,1
0,No Deadline,199,0.684829124,0,1
10,Deadline,1,0.668537859,1,1
10,Deadline,2,0.685239435,1,1
10,Deadline,3,0.735210744,1,1
10,Deadline,4,0.684959918,1,1
10,Deadline,5,0.451895507,0,1
10,Deadline,6,0.73502118,0,1
10,Deadline,7,0.985191953,0,1
10,Deadline,8,0.601870709,1,1
10,Deadline,9,1.26857058,1,1
10,Deadline,10,0.501883417,1,1
10,Deadline,11,0.501868928,0,1
10,Deadline,12,0.518489608,1,1
10,Deadline,13,0.601905724,1,1
10,Deadline,14,0.618528818,1,1
10,Deadline,15,0.901702184,1,1
10,Deadline,16,0.501596052,1,1
10,Deadline,17,0.401892201,1,1
10,Deadline,18,0.568324478,0,1
10,Deadline,19,0.501829989,1,1
10,Deadline,20,0.601893952,1,1
10,Deadline,21,0.501823047,1,1
10,Deadline,22,0.701864038,0,1
10,Deadline,23,0.851835317,0,1
10,Deadline,24,0.951876641,1,1
10,Deadline,25,1.168516276,0,1
10,Deadline,26,0.551904532,1,1
10,Deadline,27,0.485206291,1,1
10,Deadline,28,0.635154629,0,1
10,Deadline,29,0.501601486,1,1
10,Deadline,30,0.568563245,1,1
10,Deadline,31,0.568533663,1,1
10,Deadline,32,0.584796042,1,1
10,Deadline,33,0.818315951,1,1
10,Deadline,34,0.918487072,1,1
10,Deadline,35,0.685018176,0,1
10,Deadline,36,0.585107857,1,1
10,Deadline,37,0.451843588,1,1
10,Deadline,38,0.535061085,1,1
10,Deadline,39,0.501787126,1,1
10,Deadline,40,0.501970653,1,1
10,Deadline,41,0.518476628,0,1
10,Deadline,42,0.668328674,1,1
10,Deadline,43,0.701718545,0,1
10,Deadline,44,0.601645828,1,1
10,Deadline,45,0.485119056,0,1
10,Deadline,46,0.451841173,1,1
10,Deadline,47,0.501825763,1,1
10,Deadline,48,0.501813085,0,1
10,Deadline,49,0.451910297,1,1
10,Deadline,50,0.451908788,0,1
10,Deadline,51,0.635204737,0,1
10,Deadline,52,0.6183142,0,1
10,Deadline,53,0.585190867,0,1
10,Deadline,54,0.585174265,0,1
10,Deadline,55,0.73517754,1,1
10,Deadline,56,0.58518332,1,1
10,Deadline,57,0.618268319,0,1
10,Deadline,58,0.718495886,1,1
10,Deadline,59,0.568512533,0,1
10,Deadline,60,0.568519476,1,1
10,Deadline,61,0.518107461,1,1
10,Deadline,62,0.618303334,0,1
10,Deadline,63,0.86820757,1,1
10,Deadline,64,0.651058405,1,1
10,Deadline,65,0.534859748,0,1
10,Deadline,66,0.601611417,0,1
10,Deadline,67,0.51850953,1,1
10,Deadline,68,0.584990436,1,1
10,Deadline,69,0.901896578,0,1
10,Deadline,70,0.568514043,1,1
10,Deadline,71,0.518606727,1,1
10,Deadline,72,0.46822218,1,1
10,Deadline,73,0.568375492,1,1
10,Deadline,74,0.451870453,1,1
10,Deadline,75,0.451704735,0,1
10,Deadline,76,0.551577926,1,1
10,Deadline,77,0.785210729,1,1
10,Deadline,78,0.951694019,1,1
10,Deadline,79,0.701720356,0,1
10,Deadline,80,0.718517922,1,1
10,Deadline,81,0.951825929,1,1
10,Deadline,82,0.918377197,0,1
10,Deadline,83,1.134997212,1,1
10,Deadline,84,1.001720869,0,1
10,Deadline,85,0.968496113,1,1
10,Deadline,86,0.868215117,0,1
10,Deadline,87,0.81804881,1,1
10,Deadline,88,1.168483676,1,1
10,Deadline,89,0.401941102,0,1
10,Deadline,90,0.70178133,0,1
10,Deadline,91,0.435025194,0,1
10,Deadline,92,0.384996835,0,1
10,Deadline,93,0.451641044,1,1
10,Deadline,94,0.435007687,0,1
10,Deadline,95,0.468359222,1,1
10,Deadline,96,0.401587933,1,1
10,Deadline,97,0.685106921,1,1
10,Deadline,98,0.418305205,0,1
10,Deadline,99,0.485018237,1,1
10,Deadline,100,0.451725563,1,1
10,Deadline,101,0.651847451,1,1
10,Deadline,102,0.468481171,0,1
10,Deadline,103,0.701862529,0,1
10,Deadline,104,1.101754948,1,1
10,Deadline,105,0.885193493,1,1
10,Deadline,106,0.668484733,0,1
10,Deadline,107,0.601912365,0,1
10,Deadline,108,0.551823635,1,1
10,Deadline,109,0.518296421,1,1
10,Deadline,110,0.484843463,0,1
10,Deadline,111,0.501665177,0,1
10,Deadline,112,0.768395354,0,1
10,Deadline,113,0.535196919,0,1
10,Deadline,114,0.585220147,0,1
10,Deadline,115,0.585132005,0,1
10,Deadline,116,0.468495962,0,1
10,Deadline,117,0.501850515,1,1
10,Deadline,118,0.46849566,1,1
10,Deadline,119,0.46851679,1,1
10,Deadline,120,0.518403277,0,1
10,Deadline,121,0.55199871,0,1
10,Deadline,122,0.435165858,0,1
10,Deadline,123,0.551892458,0,1
10,Deadline,124,0.76849738,0,1
10,Deadline,125,0.485181539,1,1
10,Deadline,126,0.485186671,1,1
10,Deadline,127,0.568296708,1,1
10,Deadline,128,0.801872762,0,1
10,Deadline,129,0.785262648,0,1
10,Deadline,130,0.701831438,0,1
10,Deadline,131,0.501724642,1,1
10,Deadline,132,0.50166397,0,1
10,Deadline,133,0.818571018,1,1
10,Deadline,134,0.568586186,1,1
10,Deadline,135,0.618249,1,1
10,Deadline,136,0.685007309,1,1
10,Deadline,137,0.818436693,1,1
10,Deadline,138,0.651615326,1,1
10,Deadline,139,0.65184564,0,1
10,Deadline,140,0.701835966,0,1
10,Deadline,141,0.751843195,0,1
10,Deadline,142,0.618347404,1,1
10,Deadline,143,0.785176619,1,1
10,Deadline,144,0.701832042,1,1
10,Deadline,145,0.551704705,1,1
10,Deadline,146,0.7684029,1,1
10,Deadline,147,0.601873124,1,1
10,Deadline,148,0.768558355,1,1
10,Deadline,149,0.551708629,1,1
10,Deadline,150,0.721905024,0,1
10,Deadline,151,0.635136518,0,1
10,Deadline,152,0.701745712,0,1
10,Deadline,153,0.568532456,1,1
10,Deadline,154,0.935153331,1,1
10,Deadline,155,0.735226742,1,1
10,Deadline,156,0.601829355,1,1
10,Deadline,157,0.801930416,0,1
10,Deadline,158,0.735146751,0,1
10,Deadline,159,1.068316177,1,1
10,Deadline,160,0.735086984,0,1
10,Deadline,161,0.685228568,1,1
10,Deadline,162,0.701694095,1,1
10,Deadline,163,0.95187,1,1
10,Deadline,164,0.718537844,1,1
10,Deadline,165,0.685293467,1,1
10,Deadline,166,0.701735147,1,1
10,Deadline,167,0.701833249,1,1
10,Deadline,168,0.951840116,0,1
10,Deadline,169,0.885063394,0,1
10,Deadline,170,1.301817975,0,1
10,Deadline,171,1.068517816,0,1
10,Deadline,172,0.785176619,0,1
10,Deadline,173,0.801665086,1,1
10,Deadline,174,0.551916003,0,1
10,Deadline,175,0.568397225,1,1
10,Deadline,176,0.451651911,1,1
10,Deadline,177,0.635045056,0,1
10,Deadline,178,0.584932782,1,1
10,Deadline,179,0.568581054,1,1
10,Deadline,180,0.501676346,1,1
10,Deadline,181,0.735160334,1,1
10,Deadline,182,0.618525196,1,1
10,Deadline,183,0.718363674,0,1
10,Deadline,184,0.568537587,0,1
10,Deadline,185,0.668339239,0,1
10,Deadline,186,0.535246423,0,1
10,Deadline,187,0.651857413,0,1
10,Deadline,188,0.718509168,0,1
10,Deadline,189,0.66838663,1,1
10,Deadline,190,0.618508896,1,1
10,Deadline,191,0.58516702,0,1
10,Deadline,192,0.785286494,1,1
10,Deadline,193,0.71844608,1,1
10,Deadline,194,0.80183986,1,1
10,Deadline,195,0.801654823,0,1
10,Deadline,196,0.818350362,1,1
10,Deadline,197,0.918561026,0,1
10,Deadline,198,1.21848668,1,1
10,Deadline,199,1.251787805,1,1
10,No Deadline,0,1.518400863,1,1
10,No Deadline,1,0.885199228,1,1
10,No Deadline,2,0.484933717,1,1
10,No Deadline,3,0.451796197,1,1
10,No Deadline,4,0.535170356,1,1
10,No Deadline,5,0.468493547,1,1
10,No Deadline,6,0.685216796,0,1
10,No Deadline,7,0.418484808,0,1
10,No Deadline,8,0.501612353,1,1
10,No Deadline,9,0.735100265,1,1
10,No Deadline,10,0.701603538,0,1
10,No Deadline,11,0.751772863,0,1
10,No Deadline,12,0.735114754,1,1
10,No Deadline,13,0.568389075,1,1
10,No Deadline,14,0.9185079,1,1
10,No Deadline,15,0.488499517,1,1
10,No Deadline,16,0.568551473,0,1
10,No Deadline,17,0.468446759,1,1
10,No Deadline,18,0.451683303,1,1
10,No Deadline,19,0.518513454,1,1
10,No Deadline,20,0.768478062,1,1
10,No Deadline,21,0.518538206,1,1
10,No Deadline,22,0.934862344,1,1
10,No Deadline,23,0.618562324,1,1
10,No Deadline,24,0.61848505,1,1
10,No Deadline,25,0.818494649,0,1
10,No Deadline,26,0.868338575,0,1
10,No Deadline,27,0.818169854,0,1
10,No Deadline,28,1.134913599,1,1
10,No Deadline,29,1.035181072,0,1
10,No Deadline,30,1.185110393,1,1
10,No Deadline,31,0.78519473,1,1
10,No Deadline,32,0.918493411,1,1
10,No Deadline,33,0.818280936,1,1
10,No Deadline,34,0.785192316,1,1
10,No Deadline,35,0.784947814,1,1
10,No Deadline,36,0.718528788,0,1
10,No Deadline,37,1.051766736,0,1
10,No Deadline,38,1.118503614,0,1
10,No Deadline,39,0.71821486,1,1
10,No Deadline,40,0.501804634,0,1
10,No Deadline,41,0.568530947,0,1
10,No Deadline,42,0.485202669,0,1
10,No Deadline,43,0.768578277,0,1
10,No Deadline,44,1.118007064,1,1
10,No Deadline,45,0.768562581,1,1
10,No Deadline,46,1.085155097,0,1
10,No Deadline,47,0.551848689,1,1
10,No Deadline,48,1.234933491,1,1
10,No Deadline,49,1.301790809,1,1
10,No Deadline,50,1.234925945,0,1
10,No Deadline,51,0.835167549,1,1
10,No Deadline,52,0.81847865,1,1
10,No Deadline,53,0.768552318,0,1
10,No Deadline,54,0.685184799,1,1
10,No Deadline,55,0.785189599,0,1
10,No Deadline,56,0.651834472,1,1
10,No Deadline,57,0.734926699,0,1
10,No Deadline,58,0.885172061,1,1
10,No Deadline,59,0.91847862,0,1
10,No Deadline,60,1.601785888,0,1
10,No Deadline,61,1.518230617,1,1
10,No Deadline,62,0.768487721,0,1
10,No Deadline,63,0.635137424,0,1
10,No Deadline,64,1.218258176,0,1
10,No Deadline,65,0.701719752,0,1
10,No Deadline,66,0.935148803,1,1
10,No Deadline,67,0.685194761,1,1
10,No Deadline,68,0.501711964,0,1
10,No Deadline,69,0.68500248,1,1
10,No Deadline,70,0.684982859,1,1
10,No Deadline,71,0.851665071,0,1
10,No Deadline,72,0.918282415,0,1
10,No Deadline,73,0.801797298,0,1
10,No Deadline,74,0.935132201,0,1
10,No Deadline,75,0.735163956,0,1
10,No Deadline,76,0.601781662,0,1
10,No Deadline,77,0.551845972,1,1
10,No Deadline,78,0.618485955,1,1
10,No Deadline,79,0.6016413,1,1
10,No Deadline,80,0.568312706,0,1
10,No Deadline,81,0.601805509,1,1
10,No Deadline,82,0.818439107,1,1
10,No Deadline,83,1.101755854,1,1
10,No Deadline,84,0.701825703,0,1
10,No Deadline,85,1.268240955,0,1
10,No Deadline,86,1.068195436,1,1
10,No Deadline,87,1.618271337,0,1
10,No Deadline,88,1.101807169,1,1
10,No Deadline,89,1.235010464,0,1
10,No Deadline,90,1.30179111,1,1
10,No Deadline,91,1.201609425,1,1
10,No Deadline,92,0.751774071,0,1
10,No Deadline,93,0.585244597,1,1
10,No Deadline,94,1.318449823,0,1
10,No Deadline,95,1.101808075,1,1
10,No Deadline,96,0.785160017,1,1
10,No Deadline,97,1.734961111,1,1
10,No Deadline,98,0.718381785,0,1
10,No Deadline,99,0.76852666,1,1
10,No Deadline,100,0.718398387,0,1
10,No Deadline,101,0.618499539,1,1
10,No Deadline,102,0.751642764,0,1
10,No Deadline,103,0.551783187,1,1
10,No Deadline,104,0.701780727,0,1
10,No Deadline,105,0.901897484,1,1
10,No Deadline,106,0.968462909,1,1
10,No Deadline,107,1.284883972,0,1
10,No Deadline,108,0.818429146,1,1
10,No Deadline,109,1.051787866,1,1
10,No Deadline,110,1.184995084,1,1
10,No Deadline,111,0.868451167,0,1
10,No Deadline,112,1.018282385,1,1
10,No Deadline,113,1.184900604,0,1
10,No Deadline,114,1.101807773,1,1
10,No Deadline,115,0.951748051,0,1
10,No Deadline,116,0.718263459,1,1
10,No Deadline,117,0.735123206,1,1
10,No Deadline,118,0.635097277,1,1
