"correct","time_1","double_response","time_2"
TRUE,0.7141,FALSE,NA
TRUE,0.8996,FALSE,NA
TRUE,0.9322,FALSE,NA
TRUE,0.565,FALSE,NA
TRUE,0.7614,FALSE,NA
TRUE,0.584,FALSE,NA
TRUE,0.7636,FALSE,NA
FALSE,0.8402,FALSE,NA
TRUE,0.657,FALSE,NA
TRUE,0.7209,FALSE,NA
TRUE,0.34,FALSE,NA
TRUE,0.8349,FALSE,NA
TRUE,0.7256,FALSE,NA
TRUE,1.1443,FALSE,NA
TRUE,0.7716,FALSE,NA
FALSE,0.6591,FALSE,NA
TRUE,0.8107,FALSE,NA
TRUE,0.8991,FALSE,NA
TRUE,0.6507,FALSE,NA
FALSE,0.842,FALSE,NA
TRUE,0.6618,FALSE,NA
TRUE,0.8696,FALSE,NA
TRUE,0.7551,FALSE,NA
FALSE,0.7703,FALSE,NA
TRUE,0.5415,FALSE,NA
TRUE,0.7384,FALSE,NA
TRUE,0.7135,FALSE,NA
TRUE,0.7296,FALSE,NA
TRUE,0.8312,FALSE,NA
TRUE,0.9024,FALSE,NA
TRUE,0.7876,FALSE,NA
TRUE,0.9112,FALSE,NA
TRUE,0.7504,FALSE,NA
FALSE,0.9254,FALSE,NA
TRUE,0.8073,FALSE,NA
TRUE,0.7676,FALSE,NA
TRUE,0.7703,FALSE,NA
TRUE,0.8774,FALSE,NA
TRUE,0.84,FALSE,NA
TRUE,0.8334,FALSE,NA
TRUE,0.6828,FALSE,NA
TRUE,1.1161,FALSE,NA
TRUE,1.3957,FALSE,NA
TRUE,0.915,FALSE,NA
TRUE,0.6734,FALSE,NA
TRUE,0.9034,FALSE,NA
TRUE,0.8325,FALSE,NA
TRUE,0.7912,FALSE,NA
TRUE,0.7206,FALSE,NA
TRUE,0.8285,FALSE,NA
TRUE,0.7512,FALSE,NA
TRUE,0.6981,FALSE,NA
TRUE,0.7577,FALSE,NA
TRUE,0.7943,FALSE,NA
TRUE,0.757,FALSE,NA
TRUE,0.5562,FALSE,NA
TRUE,0.7496,FALSE,NA
TRUE,0.6423,FALSE,NA
TRUE,0.6923,FALSE,NA
TRUE,0.5451,FALSE,NA
TRUE,0.7931,FALSE,NA
TRUE,0.8152,FALSE,NA
TRUE,0.6545,FALSE,NA
TRUE,0.6875,FALSE,NA
TRUE,0.498,FALSE,NA
TRUE,0.7129,FALSE,NA
FALSE,0.5366,FALSE,NA
TRUE,0.5879,FALSE,NA
TRUE,0.5784,FALSE,NA
FALSE,0.7539,FALSE,NA
TRUE,0.6071,FALSE,NA
TRUE,0.6801,FALSE,NA
TRUE,1.0892,FALSE,NA
TRUE,0.9729,FALSE,NA
TRUE,0.6853,FALSE,NA
TRUE,0.7491,FALSE,NA
TRUE,0.6756,FALSE,NA
TRUE,0.8583,FALSE,NA
TRUE,0.5617,FALSE,NA
TRUE,0.8035,FALSE,NA
TRUE,0.5824,FALSE,NA
TRUE,0.636,FALSE,NA
TRUE,0.9962,FALSE,NA
FALSE,0.4888,FALSE,NA
FALSE,0.421,FALSE,NA
TRUE,0.6909,FALSE,NA
TRUE,0.681,FALSE,NA
TRUE,0.6583,FALSE,NA
TRUE,1.1073,FALSE,NA
TRUE,0.6015,FALSE,NA
TRUE,0.7873,FALSE,NA
FALSE,0.7999,FALSE,NA
TRUE,0.6191,FALSE,NA
TRUE,0.9209,FALSE,NA
TRUE,0.737,FALSE,NA
TRUE,0.9507,FALSE,NA
TRUE,0.5727,FALSE,NA
TRUE,0.5764,FALSE,NA
TRUE,1.4508,FALSE,NA
TRUE,0.5736,FALSE,NA
TRUE,0.9562,FALSE,NA
TRUE,0.6474,FALSE,NA
TRUE,0.9486,FALSE,NA
TRUE,0.6883,FALSE,NA
FALSE,0.6293,FALSE,NA
TRUE,1.2312,FALSE,NA
TRUE,0.6262,FALSE,NA
TRUE,0.6727,FALSE,NA
TRUE,0.6629,FALSE,NA
TRUE,1.0915,FALSE,NA
TRUE,0.6933,FALSE,NA
TRUE,0.7085,FALSE,NA
TRUE,0.7925,FALSE,NA
TRUE,0.7682,FALSE,NA
TRUE,0.6534,FALSE,NA
TRUE,0.7189,FALSE,NA
TRUE,0.7429,FALSE,NA
TRUE,0.7441,FALSE,NA
TRUE,0.8056,FALSE,NA
FALSE,0.8329,FALSE,NA
TRUE,1.2538,FALSE,NA
TRUE,0.5765,FALSE,NA
TRUE,0.7896,FALSE,NA
TRUE,0.9366,FALSE,NA
TRUE,0.8213,FALSE,NA
TRUE,0.4875,FALSE,NA
TRUE,0.7217,FALSE,NA
TRUE,0.6451,FALSE,NA
TRUE,0.514,FALSE,NA
FALSE,0.5027,FALSE,NA
TRUE,0.6467,FALSE,NA
TRUE,0.8846,FALSE,NA
TRUE,0.6652,FALSE,NA
TRUE,0.7677,FALSE,NA
TRUE,0.6245,FALSE,NA
TRUE,0.7257,FALSE,NA
TRUE,0.7203,FALSE,NA
TRUE,0.5472,FALSE,NA
TRUE,0.6264,FALSE,NA
TRUE,0.765,FALSE,NA
FALSE,1.1509,FALSE,NA
FALSE,0.5737,FALSE,NA
TRUE,0.709,FALSE,NA
TRUE,0.6303,FALSE,NA
TRUE,0.6613,FALSE,NA
TRUE,0.6658,FALSE,NA
TRUE,0.6429,FALSE,NA
TRUE,0.603,FALSE,NA
TRUE,0.7896,FALSE,NA
TRUE,0.5448,FALSE,NA
TRUE,0.5385,FALSE,NA
TRUE,0.6334,FALSE,NA
TRUE,0.6679,FALSE,NA
TRUE,0.54,FALSE,NA
TRUE,0.6999,FALSE,NA
TRUE,0.7005,FALSE,NA
TRUE,0.8385,FALSE,NA
TRUE,0.8632,FALSE,NA
TRUE,0.8423,FALSE,NA
TRUE,0.6751,FALSE,NA
TRUE,0.5941,FALSE,NA
TRUE,0.6972,FALSE,NA
TRUE,0.5814,FALSE,NA
TRUE,0.5994,FALSE,NA
FALSE,0.6468,FALSE,NA
TRUE,0.6427,FALSE,NA
TRUE,1.0616,FALSE,NA
TRUE,0.497,FALSE,NA
TRUE,1.1009,FALSE,NA
TRUE,0.6766,FALSE,NA
TRUE,0.8155,FALSE,NA
TRUE,1.1324,FALSE,NA
TRUE,0.4877,FALSE,NA
TRUE,0.5683,FALSE,NA
FALSE,0.6806,FALSE,NA
TRUE,0.5857,FALSE,NA
TRUE,0.5849,FALSE,NA
FALSE,0.6711,FALSE,NA
TRUE,0.8675,FALSE,NA
TRUE,0.5873,FALSE,NA
TRUE,0.8449,FALSE,NA
TRUE,1.1471,FALSE,NA
TRUE,0.4932,FALSE,NA
TRUE,0.6512,FALSE,NA
TRUE,0.4966,FALSE,NA
TRUE,0.5803,FALSE,NA
TRUE,0.9357,FALSE,NA
TRUE,0.5688,FALSE,NA
TRUE,1.1493,FALSE,NA
TRUE,0.6362,FALSE,NA
FALSE,0.5246,FALSE,NA
TRUE,0.5884,FALSE,NA
TRUE,0.6199,FALSE,NA
TRUE,0.6766,FALSE,NA
TRUE,0.5487,FALSE,NA
TRUE,0.8453,FALSE,NA
TRUE,0.6806,FALSE,NA
TRUE,0.5511,FALSE,NA
TRUE,0.5793,FALSE,NA
TRUE,0.6414,FALSE,NA
TRUE,0.701,FALSE,NA
TRUE,0.597,FALSE,NA
TRUE,0.6156,FALSE,NA
TRUE,0.7324,FALSE,NA
TRUE,0.6092,FALSE,NA
TRUE,0.5898,FALSE,NA
TRUE,0.841,FALSE,NA
TRUE,0.8116,FALSE,NA
TRUE,0.6535,FALSE,NA
TRUE,0.6254,FALSE,NA
TRUE,0.6177,FALSE,NA
TRUE,0.3137,FALSE,NA
FALSE,0.4579,FALSE,NA
TRUE,0.7091,FALSE,NA
TRUE,0.943,FALSE,NA
TRUE,0.7514,FALSE,NA
TRUE,0.7779,FALSE,NA
TRUE,0.9827,FALSE,NA
TRUE,0.6077,FALSE,NA
TRUE,0.6682,FALSE,NA
TRUE,0.8255,FALSE,NA
TRUE,0.6949,FALSE,NA
TRUE,0.5259,FALSE,NA
TRUE,0.6953,FALSE,NA
FALSE,0.4721,FALSE,NA
TRUE,0.8496,FALSE,NA
TRUE,0.7429,FALSE,NA
FALSE,0.5596,FALSE,NA
TRUE,0.6718,FALSE,NA
TRUE,0.7052,FALSE,NA
TRUE,0.755,FALSE,NA
TRUE,0.7617,FALSE,NA
TRUE,0.8093,FALSE,NA
TRUE,0.6786,FALSE,NA
TRUE,1.3283,FALSE,NA
TRUE,0.5289,FALSE,NA
TRUE,0.6845,FALSE,NA
TRUE,0.573,FALSE,NA
TRUE,0.9414,FALSE,NA
TRUE,0.6214,FALSE,NA
TRUE,0.6109,FALSE,NA
TRUE,0.6398,FALSE,NA
TRUE,0.695,FALSE,NA
TRUE,0.5601,FALSE,NA
TRUE,0.6206,FALSE,NA
TRUE,0.4992,FALSE,NA
TRUE,0.7095,FALSE,NA
TRUE,0.7998,FALSE,NA
TRUE,0.6538,FALSE,NA
TRUE,0.7091,FALSE,NA
TRUE,0.7744,FALSE,NA
TRUE,0.6753,FALSE,NA
TRUE,0.7276,FALSE,NA
TRUE,0.6184,FALSE,NA
TRUE,0.7328,FALSE,NA
TRUE,0.8272,FALSE,NA
TRUE,0.6867,FALSE,NA
TRUE,0.7147,FALSE,NA
TRUE,0.5646,FALSE,NA
TRUE,0.7573,FALSE,NA
TRUE,0.6415,FALSE,NA
TRUE,0.7699,FALSE,NA
TRUE,0.8943,FALSE,NA
TRUE,0.6295,FALSE,NA
TRUE,0.6324,FALSE,NA
TRUE,0.8686,FALSE,NA
FALSE,0.5881,FALSE,NA
TRUE,0.457,FALSE,NA
TRUE,0.9968,FALSE,NA
TRUE,0.8028,FALSE,NA
TRUE,1.1228,FALSE,NA
TRUE,0.5911,FALSE,NA
TRUE,0.4674,FALSE,NA
FALSE,0.4283,FALSE,NA
FALSE,0.7819,FALSE,NA
TRUE,0.9962,FALSE,NA
TRUE,0.596,FALSE,NA
TRUE,0.4808,FALSE,NA
TRUE,0.5417,FALSE,NA
TRUE,0.6138,FALSE,NA
TRUE,0.7188,FALSE,NA
TRUE,0.7137,FALSE,NA
TRUE,0.6656,FALSE,NA
TRUE,0.5581,FALSE,NA
TRUE,0.5569,FALSE,NA
TRUE,0.4763,FALSE,NA
TRUE,0.4435,FALSE,NA
TRUE,0.714,FALSE,NA
TRUE,0.4504,FALSE,NA
TRUE,1.5706,FALSE,NA
TRUE,0.5589,FALSE,NA
TRUE,0.6536,FALSE,NA
TRUE,0.5396,FALSE,NA
TRUE,0.7967,FALSE,NA
TRUE,0.5581,FALSE,NA
TRUE,0.6077,FALSE,NA
FALSE,0.6522,FALSE,NA
TRUE,0.9092,FALSE,NA
TRUE,0.721,FALSE,NA
TRUE,0.741,FALSE,NA
TRUE,0.7318,FALSE,NA
TRUE,0.668,FALSE,NA
TRUE,0.6702,FALSE,NA
FALSE,0.5425,FALSE,NA
TRUE,0.5307,FALSE,NA
TRUE,1.1138,FALSE,NA
TRUE,0.5877,FALSE,NA
TRUE,0.9456,FALSE,NA
TRUE,0.625,FALSE,NA
TRUE,0.6573,FALSE,NA
TRUE,0.6575,FALSE,NA
TRUE,0.5694,FALSE,NA
FALSE,0.9192,FALSE,NA
TRUE,0.764,FALSE,NA
TRUE,0.8054,FALSE,NA
FALSE,0.677,FALSE,NA
TRUE,0.6842,FALSE,NA
TRUE,0.5417,FALSE,NA
TRUE,0.5571,FALSE,NA
TRUE,0.7058,FALSE,NA
TRUE,0.6392,FALSE,NA
TRUE,0.5306,FALSE,NA
TRUE,0.6318,FALSE,NA
TRUE,0.6477,FALSE,NA
TRUE,0.7747,FALSE,NA
TRUE,0.7214,FALSE,NA
TRUE,0.7965,FALSE,NA
TRUE,0.6996,FALSE,NA
FALSE,0.8979,FALSE,NA
TRUE,0.7085,FALSE,NA
TRUE,0.5719,FALSE,NA
TRUE,0.6549,FALSE,NA
TRUE,0.8122,FALSE,NA
TRUE,0.6286,FALSE,NA
FALSE,0.6088,FALSE,NA
FALSE,0.8393,FALSE,NA
TRUE,0.6832,FALSE,NA
TRUE,0.7072,FALSE,NA
TRUE,0.5829,FALSE,NA
TRUE,0.7973,FALSE,NA
TRUE,1.0518,FALSE,NA
TRUE,0.7325,FALSE,NA
TRUE,0.76,FALSE,NA
TRUE,0.6165,FALSE,NA
TRUE,0.6717,FALSE,NA
TRUE,0.8485,FALSE,NA
TRUE,0.9445,FALSE,NA
TRUE,1.0044,FALSE,NA
TRUE,0.5078,FALSE,NA
TRUE,0.5265,FALSE,NA
TRUE,0.5896,FALSE,NA
TRUE,0.5932,FALSE,NA
TRUE,0.4951,FALSE,NA
TRUE,0.5238,FALSE,NA
TRUE,1.187,FALSE,NA
TRUE,1.0897,FALSE,NA
TRUE,0.5266,FALSE,NA
TRUE,0.5513,FALSE,NA
TRUE,0.5484,FALSE,NA
TRUE,0.5033,FALSE,NA
TRUE,1.3129,FALSE,NA
TRUE,0.5461,FALSE,NA
TRUE,0.4505,FALSE,NA
TRUE,0.5058,FALSE,NA
TRUE,0.6112,FALSE,NA
TRUE,0.5051,FALSE,NA
FALSE,0.6661,FALSE,NA
TRUE,0.5083,FALSE,NA
TRUE,0.5466,FALSE,NA
TRUE,0.6227,FALSE,NA
TRUE,1.6458,FALSE,NA
TRUE,0.6448,FALSE,NA
TRUE,0.5707,FALSE,NA
TRUE,0.4937,FALSE,NA
TRUE,0.7954,FALSE,NA
TRUE,0.6156,FALSE,NA
TRUE,0.5397,FALSE,NA
TRUE,0.5708,FALSE,NA
TRUE,0.4572,FALSE,NA
TRUE,0.5452,FALSE,NA
TRUE,0.5104,FALSE,NA
TRUE,0.4912,FALSE,NA
TRUE,0.5426,FALSE,NA
TRUE,0.5265,FALSE,NA
TRUE,0.3894,FALSE,NA
TRUE,0.5085,FALSE,NA
TRUE,0.5925,FALSE,NA
TRUE,0.4589,FALSE,NA
TRUE,0.5455,FALSE,NA
TRUE,0.7,FALSE,NA
FALSE,0.5169,FALSE,NA
TRUE,0.607,FALSE,NA
TRUE,0.581,FALSE,NA
TRUE,0.6468,FALSE,NA
TRUE,0.4992,FALSE,NA
TRUE,0.6278,FALSE,NA
TRUE,0.5501,FALSE,NA
TRUE,0.557,FALSE,NA
FALSE,0.667,FALSE,NA
FALSE,0.5965,FALSE,NA
TRUE,0.8844,FALSE,NA
FALSE,0.7009,FALSE,NA
TRUE,0.7668,FALSE,NA
TRUE,0.4904,FALSE,NA
TRUE,0.7311,FALSE,NA
TRUE,0.4729,FALSE,NA
TRUE,0.5895,FALSE,NA
TRUE,0.468,FALSE,NA
TRUE,0.5841,FALSE,NA
TRUE,0.5503,FALSE,NA
TRUE,0.4576,FALSE,NA
TRUE,0.5512,FALSE,NA
TRUE,0.5695,FALSE,NA
TRUE,0.6726,FALSE,NA
TRUE,0.5609,FALSE,NA
TRUE,0.6265,FALSE,NA
TRUE,0.5729,FALSE,NA
TRUE,0.6061,FALSE,NA
TRUE,0.5043,FALSE,NA
TRUE,0.5705,FALSE,NA
TRUE,0.4838,FALSE,NA
TRUE,0.5713,FALSE,NA
TRUE,0.5569,FALSE,NA
TRUE,0.6976,FALSE,NA
TRUE,0.6267,FALSE,NA
TRUE,0.609,FALSE,NA
TRUE,0.6224,FALSE,NA
TRUE,0.5669,FALSE,NA
TRUE,0.7648,FALSE,NA
TRUE,0.6049,FALSE,NA
TRUE,0.6436,FALSE,NA
TRUE,0.5064,FALSE,NA
TRUE,0.7995,FALSE,NA
TRUE,0.5274,FALSE,NA
TRUE,0.55,FALSE,NA
TRUE,0.5503,FALSE,NA
TRUE,0.4987,FALSE,NA
TRUE,0.6087,FALSE,NA
TRUE,0.7317,FALSE,NA
TRUE,0.4869,FALSE,NA
TRUE,0.6191,FALSE,NA
TRUE,0.6245,FALSE,NA
TRUE,0.72,FALSE,NA
TRUE,0.5432,FALSE,NA
TRUE,0.4974,FALSE,NA
TRUE,0.4471,FALSE,NA
TRUE,0.5385,FALSE,NA
FALSE,0.7027,FALSE,NA
TRUE,0.5,FALSE,NA
FALSE,0.5647,FALSE,NA
TRUE,0.7648,FALSE,NA
TRUE,0.8184,FALSE,NA
TRUE,0.521,FALSE,NA
TRUE,0.5997,FALSE,NA
TRUE,0.6972,FALSE,NA
FALSE,0.5692,FALSE,NA
TRUE,0.712,FALSE,NA
TRUE,0.6025,FALSE,NA
TRUE,0.6924,FALSE,NA
TRUE,0.6143,FALSE,NA
TRUE,0.5664,FALSE,NA
TRUE,0.5486,FALSE,NA
TRUE,0.6777,FALSE,NA
TRUE,0.6737,FALSE,NA
TRUE,0.5039,FALSE,NA
TRUE,0.7082,FALSE,NA
TRUE,0.5382,FALSE,NA
TRUE,0.6105,FALSE,NA
TRUE,0.5588,FALSE,NA
TRUE,1.0316,FALSE,NA
FALSE,0.4443,FALSE,NA
FALSE,0.6038,FALSE,NA
TRUE,0.5841,FALSE,NA
TRUE,0.6445,FALSE,NA
TRUE,0.5212,FALSE,NA
TRUE,0.6252,FALSE,NA
TRUE,0.5324,FALSE,NA
FALSE,0.5376,FALSE,NA
TRUE,0.7133,FALSE,NA
TRUE,0.6953,FALSE,NA
TRUE,0.8784,FALSE,NA
TRUE,0.7979,FALSE,NA
TRUE,0.611,FALSE,NA
TRUE,0.5886,FALSE,NA
TRUE,0.5949,FALSE,NA
TRUE,0.5771,FALSE,NA
TRUE,0.4509,FALSE,NA
TRUE,0.7123,FALSE,NA
TRUE,0.7254,FALSE,NA
TRUE,0.628,FALSE,NA
TRUE,0.5125,FALSE,NA
TRUE,0.5388,FALSE,NA
TRUE,0.7032,FALSE,NA
TRUE,0.4986,FALSE,NA
TRUE,0.4727,FALSE,NA
TRUE,0.6541,FALSE,NA
TRUE,0.5282,FALSE,NA
TRUE,0.5581,FALSE,NA
TRUE,0.6503,FALSE,NA
TRUE,0.5982,FALSE,NA
FALSE,0.779,FALSE,NA
TRUE,0.7937,FALSE,NA
FALSE,0.6478,FALSE,NA
TRUE,0.6506,FALSE,NA
TRUE,0.6882,FALSE,NA
TRUE,0.6398,FALSE,NA
TRUE,0.5995,FALSE,NA
TRUE,0.6821,FALSE,NA
TRUE,0.6876,FALSE,NA
TRUE,0.5241,FALSE,NA
TRUE,0.5707,FALSE,NA
TRUE,0.6225,FALSE,NA
TRUE,0.6475,FALSE,NA
TRUE,0.896,FALSE,NA
TRUE,1.4327,FALSE,NA
TRUE,0.5757,FALSE,NA
TRUE,0.5671,FALSE,NA
TRUE,0.5618,FALSE,NA
TRUE,0.7267,FALSE,NA
TRUE,0.843,FALSE,NA
TRUE,0.829,FALSE,NA
TRUE,0.506,FALSE,NA
TRUE,0.6052,FALSE,NA
TRUE,0.7088,FALSE,NA
TRUE,0.5368,FALSE,NA
TRUE,0.6204,FALSE,NA
TRUE,0.8358,FALSE,NA
TRUE,0.7066,FALSE,NA
TRUE,0.6041,FALSE,NA
TRUE,0.5126,FALSE,NA
TRUE,0.813,FALSE,NA
TRUE,0.6645,FALSE,NA
TRUE,0.5004,FALSE,NA
TRUE,0.556,FALSE,NA
TRUE,0.5933,FALSE,NA
TRUE,0.5503,FALSE,NA
FALSE,0.5104,FALSE,NA
TRUE,0.9883,FALSE,NA
TRUE,0.5842,FALSE,NA
TRUE,0.4966,FALSE,NA
TRUE,0.4825,FALSE,NA
TRUE,0.7644,FALSE,NA
TRUE,0.6813,FALSE,NA
TRUE,0.6669,FALSE,NA
TRUE,0.6579,FALSE,NA
TRUE,0.5221,FALSE,NA
TRUE,0.5024,FALSE,NA
FALSE,0.4743,FALSE,NA
TRUE,0.7896,FALSE,NA
TRUE,0.535,FALSE,NA
TRUE,1.5456,FALSE,NA
